date,open,high,low,close,volume,adjOpen,adjHigh,adjLow,adjClose,adjVolume,divCash,splitFactor
2025-05-28,205.915,207.66,204.41,204.72,28549753,205.915,207.66,204.41,204.72,28549753,0.0,1.0
2025-05-29,208.025,208.81,204.23,205.7,34700005,208.025,208.81,204.23,205.7,34700005,0.0,1.0
2025-05-30,204.84,205.99,201.695,205.01,51679406,204.84,205.99,201.695,205.01,51679406,0.0,1.0
2025-06-02,204.98,207.0,202.68,206.65,29113319,204.98,207.0,202.68,206.65,29113319,0.0,1.0
2025-06-03,207.105,208.9469,205.03,205.71,33139121,207.105,208.9469,205.03,205.71,33139121,0.0,1.0
2025-06-04,206.55,208.18,205.18,207.23,29915592,206.55,208.18,205.18,207.23,29915592,0.0,1.0
2025-06-05,209.55,212.81,207.56,207.91,51979243,209.55,212.81,207.56,207.91,51979243,0.0,1.0
2025-06-06,212.4,213.8699,210.5,213.57,39832500,212.4,213.8699,210.5,213.57,39832500,0.0,1.0
2025-06-09,214.75,217.85,212.88,216.98,38102502,214.75,217.85,212.88,216.98,38102502,0.0,1.0
2025-06-10,216.78,217.69,214.15,217.61,31303317,216.78,217.69,214.15,217.61,31303317,0.0,1.0
2025-06-11,217.41,218.4,212.89,213.2,39325981,217.41,218.4,212.89,213.2,39325981,0.0,1.0
2025-06-12,211.78,213.58,211.33,213.24,27639991,211.78,213.58,211.33,213.24,27639991,0.0,1.0
2025-06-13,209.96,214.05,209.62,212.1,29337763,209.96,214.05,209.62,212.1,29337763,0.0,1.0
2025-06-16,212.31,217.06,211.6,216.1,33284158,212.31,217.06,211.6,216.1,33284158,0.0,1.0
2025-06-17,215.195,217.41,214.56,214.82,32086262,215.195,217.41,214.56,214.82,32086262,0.0,1.0
2025-06-18,215.09,217.96,212.34,212.52,44360509,215.09,217.96,212.34,212.52,44360509,0.0,1.0
2025-06-20,214.68,214.89,208.2709,209.69,75350733,214.68,214.89,208.2709,209.69,75350733,0.0,1.0
2025-06-23,209.79,210.39,207.3101,208.47,37311725,209.79,210.39,207.3101,208.47,37311725,0.0,1.0
2025-06-24,212.135,214.34,211.045,212.77,38378757,212.135,214.34,211.045,212.77,38378757,0.0,1.0
2025-06-25,214.615,216.03,211.11,211.99,31755698,214.615,216.03,211.11,211.99,31755698,0.0,1.0
2025-06-26,213.12,218.035,212.01,217.12,50480814,213.12,218.035,212.01,217.12,50480814,0.0,1.0
2025-06-27,219.92,223.3,216.74,223.3,119217138,219.92,223.3,216.74,223.3,119217138,0.0,1.0
2025-06-30,223.52,223.82,219.12,219.39,58887780,223.52,223.82,219.12,219.39,58887780,0.0,1.0
2025-07-01,219.5,221.875,217.93,220.46,39256830,219.5,221.875,217.93,220.46,39256830,0.0,1.0
2025-07-02,219.73,221.6,219.06,219.92,30894178,219.73,221.6,219.06,219.92,30894178,0.0,1.0
2025-07-03,221.82,224.01,221.36,223.41,29632353,221.82,224.01,221.36,223.41,29632353,0.0,1.0
2025-07-07,223.0,224.29,222.37,223.47,36604139,223.0,224.29,222.37,223.47,36604139,0.0,1.0
2025-07-08,223.915,224.0,218.43,219.36,45691987,223.915,224.0,218.43,219.36,45691987,0.0,1.0
2025-07-09,221.07,224.29,220.47,222.54,38155121,221.07,224.29,220.47,222.54,38155121,0.0,1.0
2025-07-10,221.55,222.79,219.7,222.26,30370591,221.55,222.79,219.7,222.26,30370591,0.0,1.0
2025-07-11,223.58,226.6799,222.37,225.02,50518307,223.58,226.6799,222.37,225.02,50518307,0.0,1.0
2025-07-14,225.07,226.66,224.24,225.69,35702597,225.07,226.66,224.24,225.69,35702597,0.0,1.0
2025-07-15,226.2,227.27,225.455,226.35,34907294,226.2,227.27,225.455,226.35,34907294,0.0,1.0
2025-07-16,225.875,226.1,222.18,223.19,39535926,225.875,226.1,222.18,223.19,39535926,0.0,1.0
2025-07-17,223.32,224.5,222.51,223.88,31855831,223.32,224.5,222.51,223.88,31855831,0.0,1.0
2025-07-18,225.14,226.4,222.98,226.13,37833807,225.14,226.4,222.98,226.13,37833807,0.0,1.0
2025-07-21,225.835,229.69,225.65,229.3,40297556,225.835,229.69,225.65,229.3,40297556,0.0,1.0
2025-07-22,229.68,230.0,226.35,227.47,37483702,229.68,230.0,226.35,227.47,37483702,0.0,1.0
2025-07-23,228.47,228.79,227.09,228.29,28294852,228.47,228.79,227.09,228.29,28294852,0.0,1.0
2025-07-24,229.17,236.0,228.64,232.23,42902266,229.17,236.0,228.64,232.23,42902266,0.0,1.0
2025-07-25,232.22,232.48,231.18,231.44,28712095,232.22,232.48,231.18,231.44,28712095,0.0,1.0
2025-07-28,233.35,234.29,232.25,232.79,26300138,233.35,234.29,232.25,232.79,26300138,0.0,1.0
2025-07-29,234.15,234.72,230.31,231.01,33716220,234.15,234.72,230.31,231.01,33716220,0.0,1.0
2025-07-30,231.64,231.8,229.29,230.19,32993273,231.64,231.8,229.29,230.19,32993273,0.0,1.0
2025-07-31,235.77,236.53,231.4,234.11,104357263,235.77,236.53,231.4,234.11,104357263,0.0,1.0
2025-08-01,217.21,220.4399,212.8,214.75,122258801,217.21,220.4399,212.8,214.75,122258801,0.0,1.0
2025-08-04,217.4,217.44,211.42,211.65,77890146,217.4,217.44,211.42,211.65,77890146,0.0,1.0
2025-08-05,213.05,216.3,212.87,213.75,51505121,213.05,216.3,212.87,213.75,51505121,0.0,1.0
2025-08-06,214.695,222.65,213.7409,222.31,54823045,214.695,222.65,213.7409,222.31,54823045,0.0,1.0
2025-08-07,221.0,226.22,220.82,223.13,40603513,221.0,226.22,220.82,223.13,40603513,0.0,1.0
2025-08-08,223.14,223.8,221.8836,222.69,32970477,223.14,223.8,221.8836,222.69,32970477,0.0,1.0
2025-08-11,221.78,223.05,220.4,221.3,31646222,221.78,223.05,220.4,221.3,31646222,0.0,1.0
2025-08-12,222.23,223.5,219.05,221.47,37254707,222.23,223.5,219.05,221.47,37254707,0.0,1.0
2025-08-13,222.0,224.9185,222.0,224.56,36508335,222.0,224.9185,222.0,224.56,36508335,0.0,1.0
2025-08-14,227.4,233.11,227.02,230.98,61545824,227.4,233.11,227.02,230.98,61545824,0.0,1.0
2025-08-15,232.58,234.08,229.807,231.03,39649244,232.58,234.08,229.807,231.03,39649244,0.0,1.0
2025-08-18,230.225,231.91,228.33,231.49,25248890,230.225,231.91,228.33,231.49,25248890,0.0,1.0
2025-08-19,230.09,230.5283,227.12,228.01,29891012,230.09,230.5283,227.12,228.01,29891012,0.0,1.0
2025-08-20,227.12,227.27,220.915,223.81,36604319,227.12,227.27,220.915,223.81,36604319,0.0,1.0
2025-08-21,222.65,222.78,220.5,221.95,32140459,222.65,222.78,220.5,221.95,32140459,0.0,1.0
2025-08-22,222.79,229.14,220.82,228.84,37315341,222.79,229.14,220.82,228.84,37315341,0.0,1.0
2025-08-25,227.35,229.6,227.31,227.94,22633695,227.35,229.6,227.31,227.94,22633695,0.0,1.0
2025-08-26,227.11,229.0,226.02,228.71,26105373,227.11,229.0,226.02,228.71,26105373,0.0,1.0
2025-08-27,228.57,229.87,227.81,229.12,21254479,228.57,229.87,227.81,229.12,21254479,0.0,1.0
2025-08-28,229.005,232.71,228.02,231.6,33679585,229.005,232.71,228.02,231.6,33679585,0.0,1.0
2025-08-29,231.32,231.8125,228.16,229.0,26199170,231.32,231.8125,228.16,229.0,26199170,0.0,1.0
2025-09-02,223.52,226.17,221.83,225.34,38843883,223.52,226.17,221.83,225.34,38843883,0.0,1.0
2025-09-03,225.21,227.1699,224.36,225.99,26355706,225.21,227.1699,224.36,225.99,26355706,0.0,1.0
2025-09-04,231.185,235.77,230.78,235.68,59391779,231.185,235.77,230.78,235.68,59391779,0.0,1.0
2025-09-05,235.19,236.0,231.93,232.33,36721802,235.19,236.0,231.93,232.33,36721802,0.0,1.0
2025-09-08,234.94,237.6,233.75,235.84,33947104,234.94,237.6,233.75,235.84,33947104,0.0,1.0
2025-09-09,236.355,238.85,235.08,238.24,27033778,236.355,238.85,235.08,238.24,27033778,0.0,1.0
2025-09-10,237.515,237.68,229.0962,230.33,60907714,237.515,237.68,229.0962,230.33,60907714,0.0,1.0
2025-09-11,231.49,231.53,229.3377,229.95,37485598,231.49,231.53,229.3377,229.95,37485598,0.0,1.0
2025-09-12,230.35,230.79,226.29,228.15,38496218,230.35,230.79,226.29,228.15,38496218,0.0,1.0
2025-09-15,230.625,233.73,230.32,231.43,33243328,230.625,233.73,230.32,231.43,33243328,0.0,1.0
2025-09-16,232.935,235.9,232.23,234.05,38203912,232.935,235.9,232.23,234.05,38203912,0.0,1.0
2025-09-17,233.77,234.3,228.71,231.62,42815230,233.77,234.3,228.71,231.62,42815230,0.0,1.0
2025-09-18,232.5,233.48,228.79,231.23,37931738,232.5,233.48,228.79,231.23,37931738,0.0,1.0
2025-09-19,232.37,234.16,229.7,231.48,97943172,232.37,234.16,229.7,231.48,97943172,0.0,1.0
2025-09-22,230.56,230.565,227.51,227.63,45914506,230.56,230.565,227.51,227.63,45914506,0.0,1.0
2025-09-23,227.83,227.86,220.07,220.71,70956193,227.83,227.86,220.07,220.71,70956193,0.0,1.0
2025-09-24,224.15,224.56,219.45,220.21,49509033,224.15,224.56,219.45,220.21,49509033,0.0,1.0
2025-09-25,220.06,220.67,216.47,218.15,52226328,220.06,220.67,216.47,218.15,52226328,0.0,1.0
2025-09-26,219.08,221.05,218.02,219.78,41650098,219.08,221.05,218.02,219.78,41650098,0.0,1.0
2025-09-29,220.08,222.6,219.3,222.17,44259177,220.08,222.6,219.3,222.17,44259177,0.0,1.0
2025-09-30,222.03,222.24,217.89,219.57,48396369,222.03,222.24,217.89,219.57,48396369,0.0,1.0
2025-10-01,217.36,222.15,216.61,220.63,43933834,217.36,222.15,216.61,220.63,43933834,0.0,1.0
2025-10-02,221.01,222.81,218.945,222.41,41258586,221.01,222.81,218.945,222.41,41258586,0.0,1.0
2025-10-03,223.44,224.2,219.34,219.51,43639033,223.44,224.2,219.34,219.51,43639033,0.0,1.0
2025-10-06,221.0,221.73,216.03,220.9,43690876,221.0,221.73,216.03,220.9,43690876,0.0,1.0
2025-10-07,220.88,222.89,220.17,221.78,31194678,220.88,222.89,220.17,221.78,31194678,0.0,1.0
2025-10-08,222.92,226.73,221.19,225.22,46685985,222.92,226.73,221.19,225.22,46685985,0.0,1.0
2025-10-09,224.995,228.21,221.75,227.74,46412122,224.995,228.21,221.75,227.74,46412122,0.0,1.0
2025-10-10,226.21,228.25,216.0,216.37,72367511,226.21,228.25,216.0,216.37,72367511,0.0,1.0
2025-10-13,217.7,220.68,217.04,220.07,37809650,217.7,220.68,217.04,220.07,37809650,0.0,1.0
2025-10-14,215.555,219.32,212.6,216.39,45665580,215.555,219.32,212.6,216.39,45665580,0.0,1.0
2025-10-15,216.62,217.71,212.66,215.57,45909469,216.62,217.71,212.66,215.57,45909469,0.0,1.0
2025-10-16,215.67,218.59,212.8101,214.47,42414591,215.67,218.59,212.8101,214.47,42414591,0.0,1.0
2025-10-17,214.56,214.8,211.03,213.04,45986944,214.56,214.8,211.03,213.04,45986944,0.0,1.0
2025-10-20,213.88,216.69,213.59,216.48,38882819,213.88,216.69,213.59,216.48,38882819,0.0,1.0
2025-10-21,218.43,223.32,217.99,222.03,50494565,218.43,223.32,217.99,222.03,50494565,0.0,1.0
2025-10-22,219.3,220.005,216.52,217.95,44308538,219.3,220.005,216.52,217.95,44308538,0.0,1.0
2025-10-23,219.0,221.3,218.18,221.09,31539999,219.0,221.3,218.18,221.09,31539999,0.0,1.0
2025-10-24,221.97,225.4,221.9,224.21,38685053,221.97,225.4,221.9,224.21,38685053,0.0,1.0
2025-10-27,227.66,228.4,225.54,226.97,38266995,227.66,228.4,225.54,226.97,38266995,0.0,1.0
2025-10-28,228.215,231.485,226.21,229.25,47100026,228.215,231.485,226.21,229.25,47100026,0.0,1.0
2025-10-29,231.672,232.82,227.76,230.3,52036151,231.672,232.82,227.76,230.3,52036151,0.0,1.0
2025-10-30,227.06,228.44,222.75,222.86,102252937,227.06,228.44,222.75,222.86,102252937,0.0,1.0
2025-10-31,250.1,250.5,243.98,244.22,166340808,250.1,250.5,243.98,244.22,166340808,0.0,1.0
2025-11-03,255.36,258.6,252.9,254.0,95997816,255.36,258.6,252.9,254.0,95997816,0.0,1.0
2025-11-04,250.38,257.01,248.66,249.32,51546311,250.38,257.01,248.66,249.32,51546311,0.0,1.0
2025-11-05,249.03,251.0,246.16,250.2,39234469,249.03,251.0,246.16,250.2,39234469,0.0,1.0
2025-11-06,249.155,250.38,242.17,243.04,46004203,249.155,250.38,242.17,243.04,46004203,0.0,1.0
2025-11-07,242.9,244.9,238.49,244.41,46374294,242.9,244.9,238.49,244.41,46374294,0.0,1.0
2025-11-10,248.34,251.75,245.59,248.4,36476514,248.34,251.75,245.59,248.4,36476514,0.0,1.0
2025-11-11,248.41,249.7499,247.23,249.1,23564060,248.41,249.7499,247.23,249.1,23564060,0.0,1.0
2025-11-12,250.235,250.37,243.75,244.2,31190063,250.235,250.37,243.75,244.2,31190063,0.0,1.0
2025-11-13,243.05,243.75,236.5,237.58,41401738,243.05,243.75,236.5,237.58,41401738,0.0,1.0
2025-11-14,235.06,238.73,232.89,234.69,38956669,235.06,238.73,232.89,234.69,38956669,0.0,1.0
2025-11-17,233.25,234.6,229.19,232.87,59919018,233.25,234.6,229.19,232.87,59919018,0.0,1.0
2025-11-18,228.1,230.2,222.42,222.55,60608442,228.1,230.2,222.42,222.55,60608442,0.0,1.0
2025-11-19,223.735,223.735,218.52,222.69,58335643,223.735,223.735,218.52,222.69,58335643,0.0,1.0
2025-11-20,227.05,227.41,216.74,217.14,50308962,227.05,227.41,216.74,217.14,50308962,0.0,1.0
2025-11-21,216.345,222.21,215.18,220.69,68490464,216.345,222.21,215.18,220.69,68490464,0.0,1.0
2025-11-24,222.555,227.33,222.27,226.28,54318395,222.555,227.33,222.27,226.28,54318395,0.0,1.0
2025-11-25,226.38,230.52,223.8,229.67,39379339,226.38,230.52,223.8,229.67,39379339,0.0,1.0
2025-11-26,230.74,231.7474,228.77,229.16,38497922,230.74,231.7474,228.77,229.16,38497922,0.0,1.0
2025-11-28,231.24,233.285,230.22,233.22,20292329,231.24,233.285,230.22,233.22,20292329,0.0,1.0
2025-12-01,233.22,235.797,232.25,233.88,42903954,233.22,235.797,232.25,233.88,42903954,0.0,1.0
2025-12-02,235.005,238.97,233.55,234.42,45785363,235.005,238.97,233.55,234.42,45785363,0.0,1.0
2025-12-03,233.35,233.38,230.61,232.38,35495058,233.35,233.38,230.61,232.38,35495058,0.0,1.0
2025-12-04,232.77,233.5,226.8,229.11,45683224,232.77,233.5,226.8,229.11,45683224,0.0,1.0
2025-12-05,230.32,231.24,228.547,229.53,33117377,230.32,231.24,228.547,229.53,33117377,0.0,1.0
2025-12-08,229.59,230.83,226.27,226.89,34681553,229.59,230.83,226.27,226.89,34681553,0.0,1.0
2025-12-09,226.84,228.57,225.11,227.92,25712299,226.84,228.57,225.11,227.92,25712299,0.0,1.0
2025-12-10,228.805,232.42,228.46,231.78,38790736,228.805,232.42,228.46,231.78,38790736,0.0,1.0
2025-12-11,230.71,232.11,228.6901,230.28,28249599,230.71,232.11,228.6901,230.28,28249599,0.0,1.0
2025-12-12,229.87,230.08,225.12,226.19,35639118,229.87,230.08,225.12,226.19,35639118,0.0,1.0
2025-12-15,227.93,227.93,221.5,222.54,47286085,227.93,227.93,221.5,222.54,47286085,0.0,1.0
2025-12-16,223.035,223.66,221.1304,222.56,39298857,223.035,223.66,221.1304,222.56,39298857,0.0,1.0
2025-12-17,224.655,225.19,220.99,221.27,44034418,224.655,225.19,220.99,221.27,44034418,0.0,1.0
2025-12-18,225.705,229.225,224.41,226.76,50272419,225.705,229.225,224.41,226.76,50272419,0.0,1.0
2025-12-19,226.76,229.125,225.58,227.35,85544374,226.76,229.125,225.58,227.35,85544374,0.0,1.0
2025-12-22,228.61,229.48,226.71,228.43,32261329,228.61,229.48,226.71,228.43,32261329,0.0,1.0
2025-12-23,229.055,232.445,228.73,232.14,29230233,229.055,232.445,228.73,232.14,29230233,0.0,1.0
2025-12-24,232.13,232.95,231.33,232.38,11420543,232.13,232.95,231.33,232.38,11420543,0.0,1.0
2025-12-26,232.035,232.99,231.18,232.52,15994726,232.035,232.99,231.18,232.52,15994726,0.0,1.0
2025-12-29,231.94,232.6,230.77,232.07,19797909,231.94,232.6,230.77,232.07,19797909,0.0,1.0
2025-12-30,231.205,232.77,230.2,232.53,21910453,231.205,232.77,230.2,232.53,21910453,0.0,1.0
2025-12-31,232.905,232.99,230.12,230.82,24383749,232.905,232.99,230.12,230.82,24383749,0.0,1.0
2026-01-02,231.34,235.458,224.7,226.5,51456229,231.34,235.458,224.7,226.5,51456229,0.0,1.0
2026-01-05,228.84,234.0,227.18,233.06,49733348,228.84,234.0,227.18,233.06,49733348,0.0,1.0
2026-01-06,232.1,243.18,232.07,240.93,53764677,232.1,243.18,232.07,240.93,53764677,0.0,1.0
2026-01-07,239.61,245.29,239.52,241.56,42236531,239.61,245.29,239.52,241.56,42236531,0.0,1.0
2026-01-08,243.06,246.41,241.88,246.29,39509844,243.06,246.41,241.88,246.29,39509844,0.0,1.0
2026-01-09,244.568,247.86,242.24,247.38,34559961,244.568,247.86,242.24,247.38,34559961,0.0,1.0
2026-01-12,246.73,248.94,245.96,246.47,35867770,246.73,248.94,245.96,246.47,35867770,0.0,1.0
2026-01-13,246.53,247.66,240.25,242.6,38371778,246.53,247.66,240.25,242.6,38371778,0.0,1.0
2026-01-14,241.15,241.28,236.22,236.65,41410578,241.15,241.28,236.22,236.65,41410578,0.0,1.0
2026-01-15,239.31,240.65,236.63,238.18,43003571,239.31,240.65,236.63,238.18,43003571,0.0,1.0
2026-01-16,239.085,239.57,236.41,239.12,45888283,239.085,239.57,236.41,239.12,45888283,0.0,1.0
2026-01-20,233.76,235.09,229.34,231.0,46959464,233.76,235.09,229.34,231.0,46959464,0.0,1.0
2026-01-21,231.085,232.3,226.88,231.31,47276090,231.085,232.3,226.88,231.31,47276090,0.0,1.0
2026-01-22,234.05,235.72,230.9,234.34,31913325,234.05,235.72,230.9,234.34,31913325,0.0,1.0
2026-01-23,234.955,240.45,234.57,239.16,33778478,234.955,240.45,234.57,239.16,33778478,0.0,1.0
2026-01-26,239.98,240.95,237.54,238.42,32825530,239.98,240.95,237.54,238.42,32825530,0.0,1.0
2026-01-27,239.685,244.88,238.08,244.68,37815946,239.685,244.88,238.08,244.68,37815946,0.0,1.0
2026-01-28,246.365,247.775,241.53,243.01,40882657,246.365,247.775,241.53,243.01,40882657,0.0,1.0
2026-01-29,242.82,243.0,236.742,241.73,47229643,242.82,243.0,236.742,241.73,47229643,0.0,1.0
2026-01-30,239.89,243.315,237.64,239.3,46585024,239.89,243.315,237.64,239.3,46585024,0.0,1.0
2026-02-02,238.31,245.6299,238.17,242.96,37546102,238.31,245.6299,238.17,242.96,37546102,0.0,1.0
2026-02-03,244.975,246.35,235.45,238.62,50478573,244.975,246.35,235.45,238.62,50478573,0.0,1.0
2026-02-04,238.86,238.86,231.82,232.99,51299947,238.86,238.86,231.82,232.99,51299947,0.0,1.0
2026-02-05,224.91,226.31,220.38,222.69,103509230,224.91,226.31,220.38,222.69,103509230,0.0,1.0
2026-02-06,202.7,211.44,200.31,210.32,179210851,202.7,211.44,200.31,210.32,179210851,0.0,1.0
2026-02-09,208.97,212.81,203.35,208.72,91178443,208.97,212.81,203.35,208.72,91178443,0.0,1.0
2026-02-10,208.795,212.6499,206.411,206.96,67175031,208.795,212.6499,206.411,206.96,67175031,0.0,1.0
2026-02-11,208.06,208.57,202.49,204.08,65545455,208.06,208.57,202.49,204.08,65545455,0.0,1.0
2026-02-12,203.96,203.96,197.56,199.6,83975393,203.96,203.96,197.56,199.6,83975393,0.0,1.0
2026-02-13,198.88,201.16,197.275,198.79,66321593,198.88,201.16,197.275,198.79,66321593,0.0,1.0
2026-02-17,198.125,201.7362,196.0,201.15,69879200,198.125,201.7362,196.0,201.15,69879200,0.0,1.0
2026-02-18,202.07,206.86,201.51,204.79,51003299,202.07,206.86,201.51,204.79,51003299,0.0,1.0
2026-02-19,203.8,205.6396,202.81,204.86,35669611,203.8,205.6396,202.81,204.86,35669611,0.0,1.0
2026-02-20,204.76,211.17,203.75,210.11,65881611,204.76,211.17,203.75,210.11,65881611,0.0,1.0
2026-02-23,208.095,208.43,203.11,205.27,53581508,208.095,208.43,203.11,205.27,53581508,0.0,1.0
2026-02-24,205.47,210.36,203.25,208.56,41137162,205.47,210.36,203.25,208.56,41137162,0.0,1.0
2026-02-25,210.46,211.59,208.93,210.64,41346376,210.46,211.59,208.93,210.64,41346376,0.0,1.0
2026-02-26,210.73,211.05,205.345,207.92,47756765,210.73,211.05,205.345,207.92,47756765,0.0,1.0
2026-02-27,206.83,210.33,205.2,210.0,57422777,206.83,210.33,205.2,210.0,57422777,0.0,1.0
2026-03-02,204.55,209.73,203.46,208.39,46001010,204.55,209.73,203.46,208.39,46001010,0.0,1.0
2026-03-03,203.1,209.178,202.48,208.73,43184918,203.1,209.178,202.48,208.73,43184918,0.0,1.0
2026-03-04,210.47,217.54,210.15,216.82,54731101,210.47,217.54,210.15,216.82,54731101,0.0,1.0
2026-03-05,215.98,220.47,215.59,218.94,60943447,215.98,220.47,215.59,218.94,60943447,0.0,1.0
2026-03-06,214.99,217.32,212.53,213.21,51152716,214.99,217.32,212.53,213.21,51152716,0.0,1.0
2026-03-09,210.45,213.82,207.11,213.49,54642926,210.45,213.82,207.11,213.49,54642926,0.0,1.0
2026-03-10,214.19,215.65,212.43,214.33,35678834,214.19,215.65,212.43,214.33,35678834,0.0,1.0
2026-03-11,215.705,217.0,211.35,212.65,34199303,215.705,217.0,211.35,212.65,34199303,0.0,1.0
2026-03-12,210.39,211.71,208.15,209.53,44349501,210.39,211.71,208.15,209.53,44349501,0.0,1.0
2026-03-13,209.605,210.56,206.22,207.67,35662137,209.605,210.56,206.22,207.67,35662137,0.0,1.0
2026-03-16,208.35,212.724,207.445,211.74,42209316,208.35,212.724,207.445,211.74,42209316,0.0,1.0
2026-03-17,212.82,215.7,212.43,215.2,44969943,212.82,215.7,212.43,215.2,44969943,0.0,1.0
2026-03-18,213.925,215.1401,208.825,209.87,37846642,213.925,215.1401,208.825,209.87,37846642,0.0,1.0
2026-03-19,207.06,209.12,206.05,208.76,36440622,207.06,209.12,206.05,208.76,36440622,0.0,1.0
2026-03-20,207.4,207.54,204.316,205.37,63694603,207.4,207.54,204.316,205.37,63694603,0.0,1.0
2026-03-23,209.79,212.8,209.51,210.14,44277356,209.79,212.8,209.51,210.14,44277356,0.0,1.0
2026-03-24,207.95,209.35,206.64,207.24,35351425,207.95,209.35,206.64,207.24,35351425,0.0,1.0
2026-03-25,211.56,213.07,209.9,211.71,36388791,211.56,213.07,209.9,211.71,36388791,0.0,1.0
2026-03-26,210.61,212.885,207.12,207.54,46745978,210.61,212.885,207.12,207.54,46745978,0.0,1.0
2026-03-27,206.455,206.6,199.14,199.34,56009763,206.455,206.6,199.14,199.34,56009763,0.0,1.0
2026-03-30,201.48,203.8,199.9802,200.95,46373797,201.48,203.8,199.9802,200.95,46373797,0.0,1.0
2026-03-31,204.845,210.28,204.14,208.27,58470078,204.845,210.28,204.14,208.27,58470078,0.0,1.0
2026-04-01,210.435,213.58,208.19,210.57,45955395,210.435,213.58,208.19,210.57,45955395,0.0,1.0
2026-04-02,206.54,212.2125,204.9,209.77,31453039,206.54,212.2125,204.9,209.77,31453039,0.0,1.0
2026-04-06,209.795,212.95,209.59,212.79,25385495,209.795,212.95,209.59,212.79,25385495,0.0,1.0
2026-04-07,211.24,213.97,209.075,213.77,28154557,211.24,213.97,209.075,213.77,28154557,0.0,1.0
2026-04-08,223.79,226.1,219.62,221.25,51092698,223.79,226.1,219.62,221.25,51092698,0.0,1.0
2026-04-09,225.232,233.8,223.27,233.65,65964171,225.232,233.8,223.27,233.65,65964171,0.0,1.0
2026-04-10,235.295,240.43,235.21,238.38,56912842,235.295,240.43,235.21,238.38,56912842,0.0,1.0
